transaction_id,customer_id,transaction_date,transaction_type,transaction_amount,merchant_category,location,transaction_status,year,month,month_name,day,day_name,week,high_value_flag,customer_avg_transaction,suspicious_flag,daily_txn_count,high_frequency_flag,risk_level
2896,487,2024-05-23,Credit,6283.27,Shopping,Mumbai,Success,2024,5,May,23,Thursday,21,False,4336.744000000001,False,1,False,Low
2897,476,2024-09-13,Credit,4565.96,Entertainment,Chennai,Success,2024,9,September,13,Friday,37,False,2580.554285714286,False,1,False,Low
2898,5,2024-05-23,Credit,46.61,Groceries,Delhi,Success,2024,5,May,23,Thursday,21,False,1341.5318181818182,False,1,False,Low
2899,465,2024-09-15,Debit,5092.52,Travel,Mumbai,Success,2024,9,September,15,Sunday,37,False,3610.3190909090913,False,1,False,Low
2900,184,2024-02-16,Debit,1072.28,Fuel,Delhi,Success,2024,2,February,16,Friday,7,False,3785.7000000000003,False,1,False,Low
2901,20,2024-12-16,Debit,486.4,Fuel,Chennai,Success,2024,12,December,16,Monday,51,False,4999.489166666667,False,1,False,Low
2902,425,2024-01-13,Credit,769.83,Shopping,Bangalore,Success,2024,1,January,13,Saturday,2,False,3645.576666666667,False,1,False,Low
2903,46,2024-07-26,Debit,1896.61,Travel,Mumbai,Success,2024,7,July,26,Friday,30,False,2126.9418181818182,False,1,False,Low
2904,12,2024-11-06,Debit,1659.47,Bills,Mumbai,Success,2024,11,November,6,Wednesday,45,False,3290.8705882352942,False,1,False,Low
2905,70,2024-08-22,Debit,1022.77,Entertainment,Mumbai,Success,2024,8,August,22,Thursday,34,False,2151.6549999999997,False,1,False,Low
2906,17,2024-05-28,Credit,567.02,Travel,Hyderabad,Success,2024,5,May,28,Tuesday,22,False,3164.6292857142857,False,1,False,Low
2907,371,2024-11-17,Credit,4309.36,Entertainment,Chennai,Success,2024,11,November,17,Sunday,46,False,2708.2455555555553,False,1,False,Low
2908,147,2024-06-03,Credit,13848.63,Entertainment,Hyderabad,Failed,2024,6,June,3,Monday,23,False,5008.2006249999995,False,1,False,Low
2909,154,2024-06-14,Debit,4512.42,Bills,Mumbai,Success,2024,6,June,14,Friday,24,False,4829.6705882352935,False,1,False,Low
2910,304,2024-03-30,Debit,1052.66,Bills,Mumbai,Success,2024,3,March,30,Saturday,13,False,2423.476666666667,False,1,False,Low
2911,108,2024-07-04,Debit,842.35,Bills,Delhi,Success,2024,7,July,4,Thursday,27,False,2259.555384615385,False,1,False,Low
2912,236,2024-11-13,Debit,736.42,Shopping,Hyderabad,Success,2024,11,November,13,Wednesday,46,False,1693.145,False,1,False,Low
2913,308,2024-12-23,Credit,440.96,Fuel,Bangalore,Success,2024,12,December,23,Monday,52,False,3885.1800000000003,False,1,False,Low
2914,352,2024-06-22,Debit,2404.41,Groceries,Chennai,Failed,2024,6,June,22,Saturday,25,False,1787.205,False,1,False,Low
2915,70,2024-08-04,Credit,2789.65,Bills,Bangalore,Success,2024,8,August,4,Sunday,31,False,2151.6549999999997,False,1,False,Low
2916,183,2024-09-20,Debit,3667.46,Fuel,Bangalore,Success,2024,9,September,20,Friday,38,False,2550.3185714285714,False,1,False,Low
2917,250,2024-04-06,Credit,3420.3,Bills,Chennai,Success,2024,4,April,6,Saturday,14,False,3370.3175,False,1,False,Low
2918,228,2024-04-26,Debit,1037.35,Groceries,Mumbai,Success,2024,4,April,26,Friday,17,False,3322.3218181818183,False,1,False,Low
2919,102,2024-07-17,Debit,1202.83,Travel,Delhi,Success,2024,7,July,17,Wednesday,29,False,1635.9421428571427,False,1,False,Low
2920,75,2024-11-15,Credit,3432.54,Bills,Mumbai,Success,2024,11,November,15,Friday,46,False,2991.090909090909,False,1,False,Low
2921,417,2024-01-21,Credit,1289.8,Fuel,Mumbai,Success,2024,1,January,21,Sunday,3,False,2857.98,False,1,False,Low
2922,446,2024-07-18,Debit,717.15,Shopping,Hyderabad,Success,2024,7,July,18,Thursday,29,False,1486.991,False,1,False,Low
2923,216,2024-12-06,Debit,1406.83,Travel,Bangalore,Success,2024,12,December,6,Friday,49,False,3033.8964285714287,False,1,False,Low
2924,407,2024-09-04,Debit,952.71,Travel,Bangalore,Success,2024,9,September,4,Wednesday,36,False,1926.56,False,1,False,Low
2925,399,2024-10-02,Credit,277.37,Travel,Bangalore,Success,2024,10,October,2,Wednesday,40,False,3372.824285714286,False,1,False,Low
2926,411,2024-09-20,Debit,5318.32,Groceries,Delhi,Success,2024,9,September,20,Friday,38,False,3217.735,False,1,False,Low
2927,203,2024-02-27,Credit,5754.24,Fuel,Delhi,Success,2024,2,February,27,Tuesday,9,False,4812.872222222223,False,1,False,Low
2928,192,2024-10-28,Debit,744.42,Entertainment,Delhi,Success,2024,10,October,28,Monday,44,False,3894.891428571428,False,1,False,Low
2929,249,2024-01-31,Debit,200.9,Entertainment,Chennai,Success,2024,1,January,31,Wednesday,5,False,2666.404,False,1,False,Low
2930,499,2024-09-05,Debit,4027.72,Entertainment,Delhi,Success,2024,9,September,5,Thursday,36,False,4331.786428571429,False,1,False,Low
2931,242,2024-04-02,Debit,712.98,Shopping,Hyderabad,Success,2024,4,April,2,Tuesday,14,False,2464.653846153846,False,1,False,Low
2932,465,2024-09-21,Credit,1499.83,Bills,Hyderabad,Success,2024,9,September,21,Saturday,38,False,3610.3190909090913,False,1,False,Low
2933,179,2024-09-27,Credit,198.85,Bills,Mumbai,Success,2024,9,September,27,Friday,39,False,3633.1277777777777,False,1,False,Low
2934,437,2024-04-03,Debit,769.6,Bills,Mumbai,Success,2024,4,April,3,Wednesday,14,False,2504.2844444444445,False,1,False,Low
2935,462,2024-06-02,Debit,4723.69,Shopping,Mumbai,Success,2024,6,June,2,Sunday,22,False,4106.170769230769,False,1,False,Low
2936,219,2024-10-11,Debit,4895.0,Entertainment,Mumbai,Success,2024,10,October,11,Friday,41,False,3085.137142857143,False,1,False,Low
2937,82,2024-03-20,Credit,696.12,Travel,Hyderabad,Success,2024,3,March,20,Wednesday,12,False,1637.9207692307693,False,1,False,Low
2938,92,2024-10-18,Debit,1228.03,Bills,Mumbai,Success,2024,10,October,18,Friday,42,False,2124.2845454545454,False,1,False,Low
2939,435,2024-03-24,Credit,432.44,Travel,Hyderabad,Failed,2024,3,March,24,Sunday,12,False,2872.8650000000002,False,1,False,Low
2940,175,2024-12-30,Credit,231.2,Travel,Delhi,Success,2024,12,December,30,Monday,1,False,1413.4707142857144,False,1,False,Low
2941,239,2024-02-06,Credit,14550.04,Shopping,Delhi,Success,2024,2,February,6,Tuesday,6,False,3696.4475,True,1,False,High
2942,260,2024-12-07,Credit,3197.8,Shopping,Chennai,Success,2024,12,December,7,Saturday,49,False,3270.86375,False,2,False,Low
2943,391,2024-11-22,Debit,2343.29,Fuel,Mumbai,Success,2024,11,November,22,Friday,47,False,3235.542,False,1,False,Low
2944,365,2024-08-19,Debit,4350.88,Bills,Delhi,Success,2024,8,August,19,Monday,34,False,3701.0699999999997,False,1,False,Low
2945,163,2024-04-02,Credit,5499.19,Entertainment,Delhi,Success,2024,4,April,2,Tuesday,14,False,3293.1433333333334,False,1,False,Low
2946,48,2024-12-01,Debit,4930.76,Groceries,Bangalore,Success,2024,12,December,1,Sunday,48,False,4545.104545454545,False,1,False,Low
2947,329,2024-04-11,Debit,50.03,Shopping,Bangalore,Success,2024,4,April,11,Thursday,15,False,2638.855,False,1,False,Low
2948,328,2024-06-14,Debit,620.36,Travel,Hyderabad,Success,2024,6,June,14,Friday,24,False,2228.3489999999997,False,1,False,Low
2949,116,2024-06-07,Credit,3191.81,Fuel,Chennai,Success,2024,6,June,7,Friday,23,False,2306.2200000000003,False,1,False,Low
2950,429,2024-01-14,Debit,1413.66,Groceries,Bangalore,Success,2024,1,January,14,Sunday,2,False,2418.0162499999997,False,1,False,Low
2951,337,2024-08-12,Debit,12133.69,Shopping,Chennai,Success,2024,8,August,12,Monday,33,False,3857.727777777778,True,1,False,High
2952,337,2024-03-13,Debit,3284.5,Fuel,Delhi,Success,2024,3,March,13,Wednesday,11,False,3857.727777777778,False,1,False,Low
2953,369,2024-09-05,Debit,9408.36,Travel,Hyderabad,Success,2024,9,September,5,Thursday,36,False,3846.6573333333336,False,1,False,Low
2954,225,2024-03-31,Debit,674.86,Bills,Chennai,Success,2024,3,March,31,Sunday,13,False,1870.5857142857144,False,1,False,Low
2955,352,2024-08-03,Debit,5984.35,Fuel,Bangalore,Success,2024,8,August,3,Saturday,31,False,1787.205,True,1,False,High
2956,328,2024-03-30,Debit,1162.96,Shopping,Delhi,Success,2024,3,March,30,Saturday,13,False,2228.3489999999997,False,1,False,Low
2957,147,2024-01-29,Debit,13687.71,Bills,Mumbai,Success,2024,1,January,29,Monday,5,False,5008.2006249999995,False,1,False,Low
2958,63,2024-10-31,Debit,514.82,Travel,Delhi,Success,2024,10,October,31,Thursday,44,False,2560.41,False,1,False,Low
2959,294,2024-08-07,Debit,2179.12,Entertainment,Bangalore,Success,2024,8,August,7,Wednesday,32,False,3266.7522222222224,False,1,False,Low
2960,323,2024-11-23,Credit,4722.86,Fuel,Bangalore,Success,2024,11,November,23,Saturday,47,False,5262.54,False,1,False,Low
2961,443,2024-08-02,Debit,1700.3,Groceries,Mumbai,Success,2024,8,August,2,Friday,31,False,2760.6749999999997,False,1,False,Low
2962,325,2024-08-08,Credit,1893.81,Travel,Delhi,Success,2024,8,August,8,Thursday,32,False,2861.3875000000003,False,1,False,Low
2963,13,2024-02-11,Debit,12883.32,Bills,Chennai,Success,2024,2,February,11,Sunday,6,False,3335.853333333333,True,1,False,High
2964,431,2024-05-14,Credit,1661.76,Travel,Chennai,Success,2024,5,May,14,Tuesday,20,False,3142.206,False,1,False,Low
2965,494,2024-02-11,Credit,2779.57,Bills,Delhi,Success,2024,2,February,11,Sunday,6,False,3564.021666666667,False,2,False,Low
2966,189,2024-06-12,Debit,168.25,Travel,Chennai,Success,2024,6,June,12,Wednesday,24,False,2304.9814285714283,False,1,False,Low
2967,287,2024-12-26,Credit,5539.47,Entertainment,Delhi,Success,2024,12,December,26,Thursday,52,False,5067.305714285714,False,1,False,Low
2968,208,2024-10-09,Credit,3133.8,Fuel,Delhi,Success,2024,10,October,9,Wednesday,41,False,3699.92375,False,1,False,Low
2969,114,2024-02-27,Credit,1552.65,Groceries,Bangalore,Success,2024,2,February,27,Tuesday,9,False,4208.889,False,1,False,Low
2970,480,2024-10-28,Debit,48.91,Entertainment,Hyderabad,Success,2024,10,October,28,Monday,44,False,2681.2761538461536,False,1,False,Low
2971,22,2024-11-17,Credit,2687.03,Fuel,Bangalore,Success,2024,11,November,17,Sunday,46,False,3092.558333333333,False,1,False,Low
2972,349,2024-01-25,Credit,38.22,Groceries,Chennai,Success,2024,1,January,25,Thursday,4,False,3621.114,False,1,False,Low
2973,214,2024-03-13,Debit,3.61,Travel,Hyderabad,Success,2024,3,March,13,Wednesday,11,False,4746.248823529411,False,1,False,Low
2974,171,2024-05-08,Credit,2872.11,Groceries,Delhi,Success,2024,5,May,8,Wednesday,19,False,2371.31125,False,1,False,Low
2975,323,2024-03-27,Credit,628.52,Shopping,Chennai,Success,2024,3,March,27,Wednesday,13,False,5262.54,False,1,False,Low
2976,54,2024-11-25,Credit,639.16,Groceries,Mumbai,Success,2024,11,November,25,Monday,48,False,1826.2944444444447,False,1,False,Low
2977,394,2024-06-01,Debit,3177.64,Fuel,Chennai,Success,2024,6,June,1,Saturday,22,False,3409.7887499999997,False,1,False,Low
2978,298,2024-06-30,Credit,165.58,Entertainment,Hyderabad,Failed,2024,6,June,30,Sunday,26,False,2059.6059999999998,False,1,False,Low
2979,320,2024-05-04,Debit,1128.03,Entertainment,Hyderabad,Success,2024,5,May,4,Saturday,18,False,3718.846923076923,False,1,False,Low
2980,126,2024-03-07,Credit,485.55,Shopping,Delhi,Failed,2024,3,March,7,Thursday,10,False,1820.4841666666669,False,2,False,Low
2981,277,2024-01-06,Credit,2603.76,Fuel,Mumbai,Success,2024,1,January,6,Saturday,1,False,2906.87,False,1,False,Low
2982,464,2024-05-04,Credit,3252.04,Groceries,Delhi,Success,2024,5,May,4,Saturday,18,False,5235.467142857143,False,1,False,Low
2983,204,2024-11-09,Credit,3831.09,Shopping,Mumbai,Success,2024,11,November,9,Saturday,45,False,2310.5445454545456,False,1,False,Low
2984,194,2024-11-21,Debit,884.04,Travel,Mumbai,Success,2024,11,November,21,Thursday,47,False,1607.67,False,1,False,Low
2985,169,2024-02-22,Credit,280.46,Bills,Delhi,Success,2024,2,February,22,Thursday,8,False,2701.3720000000003,False,1,False,Low
2986,152,2024-03-06,Debit,245.86,Travel,Chennai,Success,2024,3,March,6,Wednesday,10,False,2141.447272727273,False,1,False,Low
2987,35,2024-11-09,Credit,1666.17,Fuel,Bangalore,Failed,2024,11,November,9,Saturday,45,False,3294.296,False,1,False,Low
2988,184,2024-03-22,Debit,8747.68,Shopping,Mumbai,Success,2024,3,March,22,Friday,12,False,3785.7000000000003,False,1,False,Low
2989,286,2024-03-27,Credit,736.66,Entertainment,Hyderabad,Success,2024,3,March,27,Wednesday,13,False,5156.494000000001,False,1,False,Low
2990,57,2024-01-02,Credit,890.13,Shopping,Delhi,Success,2024,1,January,2,Tuesday,1,False,3772.33,False,1,False,Low
2991,222,2024-07-22,Debit,319.05,Bills,Chennai,Success,2024,7,July,22,Monday,30,False,1031.3381818181817,False,1,False,Low
2992,303,2024-05-29,Debit,2790.94,Fuel,Mumbai,Success,2024,5,May,29,Wednesday,22,False,2468.497142857143,False,1,False,Low
2993,163,2024-10-19,Debit,3417.11,Shopping,Chennai,Success,2024,10,October,19,Saturday,42,False,3293.1433333333334,False,1,False,Low
2994,19,2024-04-12,Debit,3089.48,Travel,Delhi,Success,2024,4,April,12,Friday,15,False,4200.314545454546,False,2,False,Low
2995,370,2024-01-24,Credit,5922.66,Groceries,Hyderabad,Success,2024,1,January,24,Wednesday,4,False,3688.661428571428,False,1,False,Low
2996,264,2024-07-30,Debit,1999.08,Travel,Mumbai,Success,2024,7,July,30,Tuesday,31,False,3052.8775,False,1,False,Low
2997,282,2024-03-05,Debit,433.19,Fuel,Mumbai,Success,2024,3,March,5,Tuesday,10,False,3516.599166666667,False,1,False,Low
2998,113,2024-07-27,Debit,1024.96,Shopping,Chennai,Success,2024,7,July,27,Saturday,30,False,1639.2816666666668,False,1,False,Low
2999,488,2024-09-07,Credit,3257.95,Travel,Delhi,Failed,2024,9,September,7,Saturday,36,False,2589.577142857143,False,1,False,Low
3000,327,2024-04-26,Credit,2848.94,Shopping,Bangalore,Success,2024,4,April,26,Friday,17,False,2866.9466666666667,False,1,False,Low
3001,30,2024-04-25,Credit,2271.48,Travel,Mumbai,Success,2024,4,April,25,Thursday,17,False,1651.4009999999998,False,1,False,Low
3002,135,2024-08-24,Credit,3446.22,Fuel,Hyderabad,Success,2024,8,August,24,Saturday,34,False,1429.5375,False,1,False,Low
3003,67,2024-04-14,Debit,3043.29,Entertainment,Mumbai,Success,2024,4,April,14,Sunday,15,False,3458.8549999999996,False,1,False,Low
3004,65,2024-09-15,Credit,6394.1,Travel,Mumbai,Success,2024,9,September,15,Sunday,37,False,2941.561,False,1,False,Low
3005,292,2024-02-15,Debit,2645.79,Groceries,Bangalore,Success,2024,2,February,15,Thursday,7,False,3193.3577777777778,False,1,False,Low
3006,25,2024-11-06,Credit,4523.37,Travel,Bangalore,Success,2024,11,November,6,Wednesday,45,False,2634.243571428571,False,2,False,Low
3007,37,2024-11-26,Debit,857.88,Fuel,Delhi,Success,2024,11,November,26,Tuesday,48,False,4951.027777777777,False,1,False,Low
3008,1,2024-08-03,Debit,3401.31,Travel,Mumbai,Success,2024,8,August,3,Saturday,31,False,2468.171428571429,False,1,False,Low
3009,399,2024-10-27,Debit,6974.31,Groceries,Mumbai,Success,2024,10,October,27,Sunday,43,False,3372.824285714286,False,1,False,Low
3010,37,2024-11-28,Debit,1461.97,Groceries,Chennai,Success,2024,11,November,28,Thursday,48,False,4951.027777777777,False,1,False,Low
3011,141,2024-01-24,Debit,4530.19,Fuel,Chennai,Success,2024,1,January,24,Wednesday,4,False,4947.688571428572,False,1,False,Low
3012,232,2024-02-04,Credit,3870.65,Shopping,Hyderabad,Success,2024,2,February,4,Sunday,5,False,3501.358,False,1,False,Low
3013,136,2024-01-24,Debit,184.11,Travel,Hyderabad,Success,2024,1,January,24,Wednesday,4,False,4195.296363636364,False,1,False,Low
3014,389,2024-01-28,Debit,2613.29,Entertainment,Chennai,Success,2024,1,January,28,Sunday,4,False,3279.9962499999997,False,1,False,Low
3015,188,2024-01-16,Debit,418.44,Groceries,Hyderabad,Success,2024,1,January,16,Tuesday,3,False,2407.878333333333,False,1,False,Low
3016,128,2024-02-28,Debit,10262.9,Groceries,Mumbai,Success,2024,2,February,28,Wednesday,9,False,3415.369,True,1,False,High
3017,201,2024-08-30,Credit,5004.5,Travel,Bangalore,Failed,2024,8,August,30,Friday,35,False,4569.683333333333,False,1,False,Low
3018,127,2024-07-25,Credit,348.67,Shopping,Mumbai,Success,2024,7,July,25,Thursday,30,False,2939.1718181818183,False,1,False,Low
3019,257,2024-09-27,Debit,389.48,Travel,Chennai,Success,2024,9,September,27,Friday,39,False,1463.1333333333332,False,1,False,Low
3020,164,2024-09-05,Debit,2707.71,Fuel,Delhi,Success,2024,9,September,5,Thursday,36,False,3173.7692857142856,False,2,False,Low
3021,35,2024-09-23,Debit,1268.85,Entertainment,Delhi,Success,2024,9,September,23,Monday,39,False,3294.296,False,1,False,Low
3022,194,2024-07-11,Debit,106.59,Travel,Chennai,Success,2024,7,July,11,Thursday,28,False,1607.67,False,1,False,Low
3023,191,2024-11-30,Credit,2340.31,Groceries,Mumbai,Success,2024,11,November,30,Saturday,48,False,4859.77,False,1,False,Low
3024,104,2024-08-05,Credit,1472.31,Groceries,Hyderabad,Success,2024,8,August,5,Monday,32,False,3139.1076923076926,False,1,False,Low
3025,23,2024-04-24,Debit,319.67,Fuel,Hyderabad,Success,2024,4,April,24,Wednesday,17,False,1598.5628571428572,False,1,False,Low
3026,265,2024-03-08,Debit,4857.26,Shopping,Delhi,Success,2024,3,March,8,Friday,10,False,9312.675714285713,False,1,False,Low
3027,290,2024-10-25,Debit,7398.02,Travel,Chennai,Success,2024,10,October,25,Friday,43,False,2751.758333333333,False,1,False,Low
3028,430,2024-11-20,Debit,4239.07,Bills,Chennai,Success,2024,11,November,20,Wednesday,47,False,1963.229,False,1,False,Low
3029,462,2024-03-15,Debit,5185.04,Shopping,Bangalore,Success,2024,3,March,15,Friday,11,False,4106.170769230769,False,1,False,Low
3030,384,2024-04-12,Credit,731.92,Groceries,Delhi,Success,2024,4,April,12,Friday,15,False,3863.1866666666665,False,1,False,Low
3031,260,2024-10-23,Credit,917.84,Travel,Chennai,Failed,2024,10,October,23,Wednesday,43,False,3270.86375,False,1,False,Low
3032,414,2024-06-26,Debit,701.58,Groceries,Bangalore,Success,2024,6,June,26,Wednesday,26,False,2235.019411764706,False,1,False,Low
3033,479,2024-08-02,Credit,4345.32,Entertainment,Hyderabad,Success,2024,8,August,2,Friday,31,False,2648.497142857143,False,1,False,Low
3034,358,2024-11-10,Credit,8864.75,Shopping,Delhi,Failed,2024,11,November,10,Sunday,45,False,4113.592857142858,False,1,False,Low
3035,75,2024-02-08,Credit,3785.2,Bills,Delhi,Success,2024,2,February,8,Thursday,6,False,2991.090909090909,False,1,False,Low
3036,355,2024-09-15,Debit,6397.69,Entertainment,Chennai,Success,2024,9,September,15,Sunday,37,False,3071.055,False,1,False,Low
3037,72,2024-07-22,Credit,3054.13,Bills,Chennai,Success,2024,7,July,22,Monday,30,False,2641.0033333333336,False,1,False,Low
3038,259,2024-01-07,Credit,1471.4,Entertainment,Mumbai,Success,2024,1,January,7,Sunday,1,False,1418.8149999999998,False,1,False,Low
3039,398,2024-02-18,Debit,1664.13,Shopping,Hyderabad,Success,2024,2,February,18,Sunday,7,False,982.686,False,1,False,Low
3040,188,2024-01-26,Credit,234.93,Groceries,Hyderabad,Success,2024,1,January,26,Friday,4,False,2407.878333333333,False,1,False,Low
3041,461,2024-06-09,Debit,95.89,Bills,Bangalore,Success,2024,6,June,9,Sunday,23,False,2402.652727272727,False,1,False,Low
3042,173,2024-12-22,Credit,3567.01,Shopping,Bangalore,Success,2024,12,December,22,Sunday,51,False,1450.532857142857,False,1,False,Low
3043,480,2024-06-24,Debit,1731.05,Bills,Mumbai,Success,2024,6,June,24,Monday,26,False,2681.2761538461536,False,1,False,Low
3044,290,2024-03-19,Debit,2410.33,Shopping,Hyderabad,Success,2024,3,March,19,Tuesday,12,False,2751.758333333333,False,1,False,Low
3045,45,2024-01-02,Credit,2447.04,Entertainment,Bangalore,Success,2024,1,January,2,Tuesday,1,False,2552.1655555555553,False,1,False,Low
3046,61,2024-05-11,Credit,974.6,Shopping,Hyderabad,Success,2024,5,May,11,Saturday,19,False,3149.2086666666664,False,1,False,Low
3047,83,2024-10-02,Debit,1938.18,Entertainment,Hyderabad,Success,2024,10,October,2,Wednesday,40,False,2080.6575000000003,False,1,False,Low
3048,123,2024-04-26,Debit,1908.94,Groceries,Bangalore,Success,2024,4,April,26,Friday,17,False,3339.866666666667,False,1,False,Low
3049,358,2024-06-12,Credit,1475.16,Entertainment,Chennai,Success,2024,6,June,12,Wednesday,24,False,4113.592857142858,False,1,False,Low
3050,16,2024-10-14,Credit,5155.67,Fuel,Chennai,Success,2024,10,October,14,Monday,42,False,4329.318000000001,False,1,False,Low
3051,66,2024-01-28,Credit,1799.87,Groceries,Bangalore,Success,2024,1,January,28,Sunday,4,False,2976.8966666666665,False,1,False,Low
3052,424,2024-11-28,Credit,2776.33,Travel,Mumbai,Success,2024,11,November,28,Thursday,48,False,3208.774,False,1,False,Low
3053,145,2024-01-01,Debit,6776.28,Travel,Delhi,Success,2024,1,January,1,Monday,1,False,6589.88625,False,1,False,Low
3054,375,2024-07-06,Debit,6034.98,Shopping,Hyderabad,Failed,2024,7,July,6,Saturday,27,False,2946.3957142857143,False,1,False,Low
3055,162,2024-02-25,Debit,6633.36,Shopping,Delhi,Success,2024,2,February,25,Sunday,8,False,4081.5975,False,1,False,Low
3056,234,2024-02-04,Credit,944.15,Fuel,Bangalore,Failed,2024,2,February,4,Sunday,5,False,3919.68125,False,1,False,Low
3057,380,2024-04-21,Credit,106.83,Shopping,Hyderabad,Success,2024,4,April,21,Sunday,16,False,2789.703076923077,False,1,False,Low
3058,144,2024-10-12,Debit,907.64,Groceries,Delhi,Success,2024,10,October,12,Saturday,41,False,3232.7985714285714,False,1,False,Low
3059,358,2024-11-05,Debit,980.13,Groceries,Chennai,Success,2024,11,November,5,Tuesday,45,False,4113.592857142858,False,1,False,Low
3060,188,2024-02-05,Debit,7202.59,Entertainment,Mumbai,Success,2024,2,February,5,Monday,6,False,2407.878333333333,False,1,False,Low
3061,322,2024-08-04,Debit,3142.98,Bills,Delhi,Success,2024,8,August,4,Sunday,31,False,1796.3714285714286,False,1,False,Low
3062,450,2024-03-20,Debit,255.71,Shopping,Mumbai,Success,2024,3,March,20,Wednesday,12,False,3280.749375,False,1,False,Low
3063,474,2024-11-09,Debit,436.39,Fuel,Chennai,Success,2024,11,November,9,Saturday,45,False,2072.614,False,1,False,Low
3064,13,2024-03-23,Credit,507.66,Travel,Delhi,Success,2024,3,March,23,Saturday,12,False,3335.853333333333,False,1,False,Low
3065,184,2024-03-05,Debit,2986.18,Groceries,Bangalore,Success,2024,3,March,5,Tuesday,10,False,3785.7000000000003,False,1,False,Low
3066,111,2024-11-20,Debit,3988.77,Groceries,Hyderabad,Success,2024,11,November,20,Wednesday,47,False,4311.726363636363,False,1,False,Low
3067,415,2024-05-07,Debit,5890.72,Groceries,Chennai,Success,2024,5,May,7,Tuesday,19,False,2347.1928571428575,False,1,False,Low
3068,290,2024-11-02,Debit,8472.23,Bills,Mumbai,Failed,2024,11,November,2,Saturday,44,False,2751.758333333333,True,1,False,High
3069,295,2024-01-22,Debit,675.83,Bills,Mumbai,Success,2024,1,January,22,Monday,4,False,2766.4961538461534,False,2,False,Low
3070,451,2024-08-03,Debit,1112.2,Shopping,Chennai,Success,2024,8,August,3,Saturday,31,False,2465.5521428571424,False,1,False,Low
3071,392,2024-04-16,Debit,824.59,Travel,Bangalore,Success,2024,4,April,16,Tuesday,16,False,3521.624,False,1,False,Low
3072,215,2024-04-18,Credit,1333.06,Fuel,Bangalore,Success,2024,4,April,18,Thursday,16,False,2785.597272727273,False,1,False,Low
3073,462,2024-12-22,Debit,7383.52,Bills,Mumbai,Success,2024,12,December,22,Sunday,51,False,4106.170769230769,False,1,False,Low
3074,120,2024-06-29,Credit,2567.79,Entertainment,Chennai,Success,2024,6,June,29,Saturday,26,False,2184.433636363636,False,1,False,Low
3075,382,2024-12-21,Credit,4020.43,Bills,Chennai,Success,2024,12,December,21,Saturday,51,False,3167.6427272727274,False,1,False,Low
3076,55,2024-06-12,Credit,2020.74,Groceries,Hyderabad,Success,2024,6,June,12,Wednesday,24,False,3214.0633333333335,False,1,False,Low
3077,27,2024-03-08,Debit,87.85,Fuel,Mumbai,Success,2024,3,March,8,Friday,10,False,3800.824285714286,False,1,False,Low
3078,118,2024-10-18,Debit,199.05,Shopping,Bangalore,Success,2024,10,October,18,Friday,42,False,2922.0266666666666,False,1,False,Low
3079,221,2024-06-28,Debit,2316.07,Bills,Delhi,Success,2024,6,June,28,Friday,26,False,2831.708,False,1,False,Low
3080,231,2024-06-29,Debit,3805.95,Groceries,Bangalore,Success,2024,6,June,29,Saturday,26,False,2687.61375,False,1,False,Low
3081,53,2024-06-17,Debit,727.48,Entertainment,Bangalore,Success,2024,6,June,17,Monday,25,False,869.7142857142857,False,1,False,Low
3082,295,2024-01-22,Debit,3839.43,Entertainment,Delhi,Success,2024,1,January,22,Monday,4,False,2766.4961538461534,False,2,False,Low
3083,321,2024-03-06,Debit,4992.72,Shopping,Mumbai,Success,2024,3,March,6,Wednesday,10,False,2744.7346153846156,False,1,False,Low
3084,401,2024-01-21,Debit,1592.56,Shopping,Hyderabad,Success,2024,1,January,21,Sunday,3,False,2210.534,False,1,False,Low
3085,233,2024-04-09,Debit,4116.22,Bills,Bangalore,Success,2024,4,April,9,Tuesday,15,False,2940.181818181818,False,1,False,Low
3086,158,2024-10-26,Debit,1552.69,Shopping,Bangalore,Success,2024,10,October,26,Saturday,43,False,2595.7245454545455,False,1,False,Low
3087,437,2024-04-12,Credit,3402.88,Travel,Mumbai,Success,2024,4,April,12,Friday,15,False,2504.2844444444445,False,1,False,Low
3088,269,2024-02-16,Debit,4331.73,Travel,Mumbai,Success,2024,2,February,16,Friday,7,False,2549.783076923077,False,1,False,Low
3089,21,2024-02-08,Debit,14457.55,Groceries,Chennai,Success,2024,2,February,8,Thursday,6,False,4248.705,True,1,False,High
3090,403,2024-10-11,Debit,1271.18,Groceries,Mumbai,Success,2024,10,October,11,Friday,41,False,3115.3215384615387,False,1,False,Low
3091,53,2024-11-05,Credit,1588.2,Groceries,Mumbai,Success,2024,11,November,5,Tuesday,45,False,869.7142857142857,False,1,False,Low
3092,275,2024-03-30,Debit,543.2,Travel,Bangalore,Success,2024,3,March,30,Saturday,13,False,5677.8075,False,1,False,Low
3093,313,2024-03-25,Debit,684.74,Bills,Hyderabad,Success,2024,3,March,25,Monday,13,False,2403.311111111111,False,1,False,Low
3094,281,2024-09-29,Credit,3546.59,Bills,Bangalore,Success,2024,9,September,29,Sunday,39,False,4371.7475,False,1,False,Low
3095,214,2024-12-01,Debit,7468.39,Shopping,Mumbai,Success,2024,12,December,1,Sunday,48,False,4746.248823529411,False,1,False,Low
3096,31,2024-07-06,Credit,1505.62,Bills,Chennai,Success,2024,7,July,6,Saturday,27,False,2332.482857142857,False,1,False,Low
